from_ksh,to_ksh,to_name,road_km,drive_minutes,haversine_km
23320,24183,Gencsapáti,10.9,15,7.8
23320,18883,Salköveskút,12.7,12,8.8
23320,07214,Acsád,13.3,14,10.6
23320,02431,Bük,21.6,24,11.7
23320,24509,Nemesbőd,22.4,24,13.0
23320,04622,Zsira,24.5,27,14.4
23320,29878,Torony,21.1,25,14.8
23320,05476,Bő,26.0,27,15.1
23320,03009,Szombathely,19.5,24,15.5
23320,33172,Szeleste,26.5,30,16.3
23320,26426,Vép,25.5,26,16.4
23320,29090,Sopronhorpács,28.6,32,18.2
23320,13587,Felsőcsatár,26.0,47,18.8
23320,12043,Ölbő,28.2,30,19.6
23320,32045,Táplánszentkereszt,26.1,27,19.6
07913,08183,Vése,5.6,7,4.8
07913,24615,Tapsony,21.6,24,6.0
07913,17561,Nemesvid,8.1,10,6.1
07913,26301,Inke,13.0,15,7.0
07913,12991,Galambok,14.6,17,9.1
07913,27526,Miháld,10.3,12,9.8
07913,26532,Böhönye,14.9,17,11.1
07913,10348,Zalakomár,14.1,15,11.4
07913,27784,Iharosberény,19.7,21,11.8
07913,27368,Segesd,19.6,20,12.4
07913,14979,Nagyrécse,21.9,24,14.5
07913,18546,Somogyszob,27.2,28,15.7
07913,11785,Zalakaros,22.5,26,15.8
07913,16106,Mesztegnyő,27.2,30,16.5
07913,28857,Kutas,28.2,40,17.2
07913,18500,Marcali,26.8,30,18.6
07913,15626,Somogysámson,23.0,25,19.0
07913,12946,Garabonc,24.2,28,19.1
07913,30933,Nagykanizsa,29.4,33,19.4
07913,21652,Nagybajom,25.7,32,20.2
05652,22220,Marcaltő,13.9,17,3.9
05652,10445,Egyházaskesző,4.5,6,4.1
05652,26374,Magyargencs,11.4,14,8.1
05652,04668,Mihályháza,18.0,28,9.9
05652,08536,Szany,12.0,15,10.5
05652,26860,Gyarmat,20.9,25,10.7
05652,31945,Pápa,16.8,19,11.2
05652,26648,Vaszar,22.9,27,11.5
05652,29009,Nyárád,22.2,25,12.6
05652,20288,Egyed,21.4,25,13.8
05652,02556,Mórichida,23.0,35,13.8
05652,02237,Vág,16.4,20,14.0
05652,12247,Kemenesmagasi,25.2,33,14.6
05652,19266,Szil,22.6,28,14.6
05652,20154,Dáka,22.1,24,14.7
05652,21759,Nemesszalók,26.9,30,14.8
05652,03887,Szerecseny,27.5,34,15.7
05652,11855,Pápakovácsi,22.0,23,16.4
05652,21777,Vanyola,30.8,35,16.6
05652,20400,Gyömöre,35.7,33,17.7
02787,22327,Badacsonytomaj,6.5,9,4.6
02787,24891,Szigliget,7.6,12,7.1
02787,29434,Tapolca,11.3,14,7.8
02787,23454,Kővágóörs,12.4,15,8.3
02787,12238,Balatonederics,11.7,13,9.0
02787,17871,Lesencetomaj,12.9,16,9.9
02787,14632,Fonyód,70.3,65,10.0
02787,05625,Révfülöp,16.4,21,10.9
02787,25858,Köveskál,13.4,15,11.1
02787,12654,Zalahaláp,14.6,18,12.0
02787,20729,Balatonfenyves,56.8,56,13.5
02787,16823,Ordacsehi,72.6,66,14.6
02787,33853,Balatonboglár,74.1,65,14.6
02787,12919,Vonyarcvashegy,18.9,22,15.0
02787,14182,Várvölgy,23.5,30,15.8
02787,14553,Kapolcs,23.7,25,16.3
02787,23302,Gyenesdiás,20.7,25,16.3
02787,20826,Zánka,23.2,28,16.9
02787,07375,Balatonkeresztúr,47.4,51,17.1
02787,26675,Lengyeltóti,69.0,62,17.2
05555,14270,Káptalanfa,1.9,5,2.4
05555,26569,Somlóvásárhely,12.1,15,5.6
05555,04631,Tüskevár,18.7,21,7.0
05555,30924,Csabrendek,11.2,15,7.5
05555,32276,Devecser,9.8,14,7.5
05555,24004,Nyirád,21.9,26,9.1
05555,23010,Ukk,21.1,24,11.5
05555,07898,Halimba,24.7,29,11.7
05555,25593,Sümeg,18.6,22,12.3
05555,25779,Somlószőlős,21.6,25,12.9
05555,25654,Kerta,27.9,31,13.9
05555,14757,Noszlop,18.7,23,14.1
05555,18193,Gógánfa,23.5,28,14.6
05555,06673,Ajka,21.8,30,14.8
05555,12654,Zalahaláp,29.4,32,15.5
05555,07427,Bazsi,21.4,26,16.9
05555,21397,Sümegcsehi,23.4,29,17.5
05555,11679,Jánosháza,27.1,33,17.5
05555,27979,Nagyalásony,27.2,33,18.1
05555,20437,Magyarpolány,22.7,27,19.0
07658,20613,Búcsúszentlászló,4.7,6,1.8
07658,19512,Alsónemesapáti,7.6,8,4.9
07658,17543,Bocfölde,22.7,28,6.6
07658,20589,Nagykapornak,13.0,13,7.0
07658,32054,Zalaegerszeg,16.4,18,7.4
07658,18449,Zalaszentmihály,12.9,16,8.2
07658,04738,Bak,18.2,23,9.5
07658,02608,Zalaszentiván,16.3,17,10.2
07658,08068,Gellénháza,28.5,31,10.4
07658,11165,Szentpéterúr,22.5,26,10.5
07658,04455,Nagylengyel,28.0,30,11.1
07658,08828,Teskánd,24.6,27,12.4
07658,31741,Pacsa,19.3,23,12.5
07658,04002,Zalacsány,23.7,23,13.6
07658,19080,Söjtör,23.4,28,14.0
07658,33428,Egervár,23.2,22,14.7
07658,17400,Zalaapáti,25.3,29,15.0
07658,29683,Zalatárnok,25.9,29,15.1
07658,21476,Felsőrajk,24.2,28,15.1
07658,32902,Kehidakustány,27.8,28,15.5
18236,33899,Nagydobsza,2.4,2,2.4
18236,33932,Hobol,10.3,11,6.0
18236,23807,Somogyapáti,12.2,12,7.4
18236,08572,Kétújfalu,17.3,18,7.7
18236,26578,Szigetvár,9.3,12,7.9
18236,07773,Dencsháza,13.7,17,10.0
18236,31352,Darány,12.0,11,10.8
18236,10986,Szulok,29.2,30,12.9
18236,16258,Lad,23.4,25,13.0
18236,29540,Mozsgó,18.6,21,14.2
18236,27164,Nagypeterd,15.9,17,14.5
18236,19150,Homokszentgyörgy,30.8,34,15.4
18236,11040,Lakócsa,27.0,29,15.9
18236,16355,Szentlászló,23.2,26,16.4
18236,17419,Drávafok,26.3,28,17.0
18236,29142,Somogyhárságy,23.6,30,17.1
18236,05971,Csokonyavisonta,36.9,39,19.0
18236,32799,Barcs,25.8,25,19.8
18236,08819,Felsőszentmárton,32.9,36,20.3
18236,20552,Királyegyháza,26.7,28,20.5
29328,19673,Újkér,6.5,8,2.7
29328,31194,Lövő,5.2,6,2.8
29328,29090,Sopronhorpács,10.3,12,6.9
29328,31635,Iván,14.2,17,8.7
29328,32939,Nagylózs,13.2,16,9.4
29328,08563,Csapod,21.6,21,10.1
29328,04622,Zsira,15.0,17,10.3
29328,15343,Fertőszentmiklós,26.1,23,10.3
29328,05476,Bő,14.8,15,11.6
29328,02431,Bük,19.7,22,12.0
29328,23773,Pereszteg,17.4,18,12.3
29328,12140,Csepreg,18.0,21,14.6
29328,02495,Nagycenk,18.7,20,15.0
29328,18403,Hegykő,24.6,26,15.9
29328,04020,Himod,28.7,32,16.3
29328,32188,Hegyfalu,20.1,22,17.2
29328,30881,Répcelak,24.7,28,17.2
29328,16887,Horvátzsidány,22.8,26,17.7
29328,29407,Agyagosszergény,23.5,26,18.0
29328,07214,Acsád,25.2,27,18.0
03674,11679,Jánosháza,4.8,7,3.8
03674,23010,Ukk,6.4,7,6.2
03674,18193,Gógánfa,11.1,12,6.9
03674,10232,Egyházashetye,17.1,16,9.7
03674,25654,Kerta,13.0,14,9.9
03674,04631,Tüskevár,15.0,15,10.9
03674,30924,Csabrendek,17.2,18,11.1
03674,12609,Türje,22.2,24,11.2
03674,20880,Hosszúpereszteg,17.5,16,14.3
03674,29957,Káld,15.0,15,14.5
03674,26569,Somlóvásárhely,20.8,20,15.1
03674,25779,Somlószőlős,24.2,24,15.5
03674,21397,Sümegcsehi,22.2,23,15.6
03674,32814,Csögle,24.6,28,16.3
03674,14270,Káptalanfa,25.5,33,16.4
03674,27094,Celldömölk,19.3,23,16.6
03674,25593,Sümeg,17.4,17,16.8
03674,07427,Bazsi,20.2,21,17.2
03674,26152,Gérce,19.6,19,17.9
03674,24280,Zalabér,28.0,30,18.1
25511,26532,Böhönye,5.2,7,3.2
25511,24615,Tapsony,5.6,8,3.3
25511,08183,Vése,13.9,15,7.5
25511,16106,Mesztegnyő,11.2,14,8.8
25511,17561,Nemesvid,20.8,25,9.6
25511,27368,Segesd,12.9,14,10.0
25511,28857,Kutas,26.4,33,10.9
25511,21652,Nagybajom,17.3,24,11.5
25511,26301,Inke,21.8,24,14.2
25511,18500,Marcali,19.1,23,14.8
25511,18546,Somogyszob,20.4,22,16.4
25511,12991,Galambok,32.3,36,16.8
25511,18078,Somogyfajsz,41.6,45,17.0
25511,10348,Zalakomár,29.0,31,17.2
25511,28723,Somogysárd,31.9,36,17.8
25511,27526,Miháld,27.9,31,18.4
25511,15626,Somogysámson,23.6,27,19.2
25511,10959,Nikla,28.6,31,19.6
25511,19026,Pusztakovácsi,36.4,39,19.7
25511,27784,Iharosberény,28.5,30,19.8
02839,27094,Celldömölk,7.4,10,4.4
02839,10232,Egyházashetye,7.1,8,5.4
02839,32814,Csögle,12.9,16,7.0
02839,25654,Kerta,15.3,20,7.5
02839,11679,Jánosháza,12.9,16,9.7
02839,09229,Tokorcs,14.2,17,10.8
02839,21759,Nemesszalók,22.3,25,11.7
02839,26152,Gérce,14.5,19,11.8
02839,25779,Somlószőlős,23.9,27,12.6
02839,27979,Nagyalásony,24.1,28,13.4
02839,29957,Káld,15.0,18,13.6
02839,03142,Vönöck,18.0,21,14.3
02839,04631,Tüskevár,19.6,23,14.3
02839,29009,Nyárád,27.0,30,15.8
02839,04668,Mihályháza,30.6,38,16.3
02839,12247,Kemenesmagasi,23.2,30,16.5
02839,32629,Ostffyasszonyfa,21.8,25,17.3
02839,26569,Somlóvásárhely,25.3,29,18.1
02839,22318,Nyőgér,34.6,38,18.1
02839,23010,Ukk,21.9,25,18.2
24059,07171,Sorkifalud,3.9,5,3.2
24059,29373,Vasszécseny,6.4,8,3.5
24059,10597,Rum,8.3,10,6.2
24059,14988,Pecöl,14.2,22,7.3
24059,03197,Rábahídvég,13.3,15,7.3
24059,32045,Táplánszentkereszt,12.3,13,7.7
24059,04640,Kám,11.3,11,9.2
24059,26426,Vép,15.8,18,10.3
24059,11387,Ikervár,13.5,16,10.5
24059,02501,Kisunyom,12.5,15,10.6
24059,30429,Egyházashollós,16.5,19,11.3
24059,04695,Vasvár,21.9,22,11.7
24059,25946,Egyházasrádóc,16.2,17,12.2
24059,22318,Nyőgér,22.7,26,13.3
24059,07667,Oszkó,23.9,26,13.5
24059,03009,Szombathely,20.3,21,13.9
24059,24509,Nemesbőd,20.4,22,14.4
24059,13958,Ják,19.3,22,15.7
24059,12043,Ölbő,31.5,31,17.4
24059,21306,Sárvár,21.8,27,17.5
26240,31635,Iván,12.3,15,5.1
26240,05476,Bő,8.9,11,6.8
26240,32188,Hegyfalu,9.9,14,7.7
26240,19673,Újkér,12.9,16,8.1
26240,21537,Uraiújfalu,12.9,16,8.7
26240,30881,Répcelak,14.6,19,9.7
26240,02431,Bük,13.8,17,10.1
26240,33172,Szeleste,15.0,19,11.8
26240,26073,Rábapaty,14.5,17,12.2
26240,12043,Ölbő,19.2,20,13.3
26240,08563,Csapod,21.3,25,13.4
26240,31194,Lövő,17.1,19,13.4
26240,07214,Acsád,19.3,22,13.7
26240,09937,Kenyeri,25.7,30,14.5
26240,32629,Ostffyasszonyfa,19.2,24,14.6
26240,14793,Rábakecöl,30.0,27,15.4
26240,12140,Csepreg,18.8,21,15.6
26240,29090,Sopronhorpács,20.0,23,16.3
26240,04020,Himod,25.4,30,16.4
26240,21306,Sárvár,20.3,24,16.6
31556,11633,Vasszentmihály,2.6,4,2.6
31556,26736,Rábagyarmat,8.0,12,7.0
31556,04224,Csörötnek,10.5,13,7.3
31556,03911,Csákánydoroszló,11.6,13,8.2
31556,02884,Vasalja,17.4,21,9.1
31556,31583,Szentgotthárd,13.9,17,10.3
31556,31680,Ivánc,17.9,20,10.8
31556,13532,Körmend,20.4,23,14.5
31556,13453,őrimagyarósd,26.5,30,14.6
31556,08873,Apátistvánfalva,19.7,25,14.8
31556,06716,Nádasd,22.3,25,16.2
31556,10630,Őriszentpéter,22.8,27,16.8
31556,22549,Alsószölnök,23.2,26,17.8
31556,23108,Pankasz,28.2,31,19.3
31556,20367,Pornóapáti,45.2,49,19.6
31556,17020,Bajánsenye,29.6,34,20.1
31556,13958,Ják,33.7,37,20.3
31556,25946,Egyházasrádóc,29.5,27,20.5
31556,17729,Szarvaskend,28.5,33,21.0
31556,30313,Zalalövő,36.2,39,22.6
32540,21245,Sükösd,10.8,12,6.0
32540,33589,Érsekhalma,8.7,12,6.1
32540,18759,Hajós,13.4,15,7.7
32540,04109,Dusnok,19.4,20,8.4
32540,30632,Miske,23.1,26,10.9
32540,26310,Rém,43.5,48,11.1
32540,11864,Érsekcsanád,14.5,20,11.8
32540,03230,Fajsz,26.6,28,12.5
32540,16373,Csávoly,41.8,46,13.7
32540,19327,Borota,39.4,40,13.9
32540,10472,Császártöltés,18.3,23,15.6
32540,03425,Bogyiszló,34.8,36,15.7
32540,11961,Bátya,28.9,28,15.7
32540,27845,Homokmégy,36.5,41,16.7
32540,03522,Baja,23.1,27,18.7
32540,02954,Felsőszentiván,39.8,44,19.7
32540,24989,Decs,50.4,52,19.7
32540,06442,Kalocsa,31.6,34,19.7
32540,05731,Gerjen,48.0,44,20.5
32540,18980,Fadd,40.9,38,21.1
32665,02583,Csesztreg,7.2,8,4.2
32665,18652,Szentgyörgyvölgy,7.4,9,5.4
32665,07579,Zalabaksa,11.8,12,7.4
32665,12575,Lenti,20.2,20,11.0
32665,31592,Rédics,12.9,15,11.4
32665,17020,Bajánsenye,18.8,21,14.5
32665,23108,Pankasz,24.3,30,15.1
32665,03355,Nova,31.9,32,15.9
32665,29364,Csömödér,27.2,28,16.1
32665,10630,Őriszentpéter,24.4,29,16.7
32665,30313,Zalalövő,23.0,23,17.5
32665,28167,Lovászi,27.2,27,18.0
32665,18360,Becsvölgye,23.1,25,18.4
32665,29160,Páka,30.2,30,19.4
32665,32638,Tornyiszentmiklós,29.9,29,20.0
32665,27720,Salomvár,31.2,32,21.2
32665,31149,Csonkahegyhát,28.6,30,21.7
32665,02097,Gutorfölde,41.1,41,22.5
32665,13453,őrimagyarósd,33.7,37,22.8
32665,29683,Zalatárnok,38.2,36,22.9
19859,02404,Surd,4.8,7,3.0
19859,34403,Zákányfalu,9.2,12,6.5
19859,13930,Porrogszentkirály,9.6,15,6.9
19859,21315,Csurgó,12.5,19,9.2
19859,30960,Gyékényes,14.4,22,9.4
19859,27784,Iharosberény,26.0,34,10.3
19859,25210,Murakeresztúr,28.1,42,10.8
19859,07700,Szepetnek,29.1,35,13.3
19859,30933,Nagykanizsa,19.4,25,13.9
19859,21014,Molnári,36.3,42,14.3
19859,26301,Inke,32.4,40,15.6
19859,30119,Berzence,21.3,29,16.4
19859,27526,Miháld,32.0,42,16.5
19859,14979,Nagyrécse,26.3,31,18.1
19859,25113,Tótszerdahely,39.4,46,18.4
19859,06178,Eszteregnye,32.4,38,20.2
19859,12991,Galambok,34.6,40,21.3
19859,18546,Somogyszob,46.9,52,21.6
19859,23144,Becsehely,39.8,40,21.6
19859,04853,Somogyudvarhely,25.7,34,21.7
18023,11165,Szentpéterúr,4.3,4,3.7
18023,20589,Nagykapornak,7.4,9,4.5
18023,20613,Búcsúszentlászló,16.6,18,5.2
18023,18449,Zalaszentmihály,7.7,8,6.2
18023,31741,Pacsa,11.3,12,7.2
18023,04002,Zalacsány,18.0,20,7.7
18023,17400,Zalaapáti,14.9,16,8.1
18023,19512,Alsónemesapáti,12.9,14,8.7
18023,32902,Kehidakustány,22.2,24,10.9
18023,21476,Felsőrajk,16.2,17,11.5
18023,28778,Dióskál,15.7,16,12.2
18023,17543,Bocfölde,24.3,28,12.7
18023,32081,Alsópáhok,23.2,23,13.1
18023,07232,Zalaszentlászló,26.9,29,14.0
18023,04738,Bak,19.7,23,14.0
18023,32054,Zalaegerszeg,21.8,23,14.1
18023,03814,Hévíz,27.5,30,14.3
18023,14906,Sármellék,21.8,21,14.3
18023,18041,Karmacs,30.8,34,14.8
18023,19080,Söjtör,24.9,27,15.2
09672,03197,Rábahídvég,9.7,11,3.8
09672,30429,Egyházashollós,5.5,8,4.1
09672,25946,Egyházasrádóc,4.9,6,4.1
09672,07171,Sorkifalud,11.6,13,6.1
09672,02501,Kisunyom,11.2,13,6.6
09672,04695,Vasvár,15.7,17,9.1
09672,13532,Körmend,13.8,17,10.7
09672,13958,Ják,18.1,21,10.7
09672,32045,Táplánszentkereszt,21.9,25,11.1
09672,29373,Vasszécseny,21.1,24,11.5
09672,17729,Szarvaskend,14.1,16,11.6
09672,10597,Rum,19.7,23,12.6
09672,30942,Gersekarát,23.9,26,13.2
09672,04640,Kám,21.7,22,14.6
09672,07667,Oszkó,20.3,23,14.8
09672,03009,Szombathely,19.0,20,14.8
09672,02884,Vasalja,22.9,25,14.9
09672,14988,Pecöl,25.0,34,16.1
09672,26426,Vép,25.3,30,16.4
09672,09724,Győrvár,21.8,25,16.6
25609,20613,Búcsúszentlászló,2.3,3,1.6
25609,20589,Nagykapornak,13.9,15,5.4
25609,18449,Zalaszentmihály,10.0,12,5.8
25609,19512,Alsónemesapáti,8.5,9,6.6
25609,11165,Szentpéterúr,19.6,22,7.2
25609,17543,Bocfölde,19.8,24,9.1
25609,31741,Pacsa,16.4,19,9.4
25609,32054,Zalaegerszeg,17.3,19,10.7
25609,04738,Bak,15.3,19,10.9
25609,04002,Zalacsány,24.6,25,11.0
25609,17400,Zalaapáti,22.4,25,11.6
25609,21476,Felsőrajk,21.3,24,12.5
25609,08068,Gellénháza,23.9,30,12.7
25609,02608,Zalaszentiván,17.2,19,12.8
25609,32902,Kehidakustány,28.7,30,13.5
25609,19080,Söjtör,20.5,24,13.6
25609,04455,Nagylengyel,25.5,31,13.8
25609,28778,Dióskál,23.2,26,14.3
25609,10269,Hahót,23.8,24,15.0
25609,08828,Teskánd,25.5,29,15.7
02194,02714,Tótvázsony,6.6,6,5.9
02194,16267,Szentkirályszabadja,11.4,12,8.5
02194,32212,Márkó,14.6,15,9.1
02194,11767,Veszprém,12.6,16,9.2
02194,21175,Balatonfüred,18.4,18,11.6
02194,02185,Csopak,14.9,17,11.8
02194,19196,Nagyvázsony,14.9,13,12.3
02194,04552,Litér,17.2,17,12.4
02194,20853,Úrkút,21.6,19,12.6
02194,23658,Herend,21.9,18,12.7
02194,22451,Pécsely,16.2,15,13.2
02194,02219,Balatonfűzfő,19.7,17,14.0
02194,07922,Szentgál,21.7,18,14.4
02194,05838,Balatonalmádi,19.2,23,14.4
02194,30526,Alsóörs,17.5,20,14.6
02194,15361,Hajmáskér,20.0,18,15.9
02194,07065,Városlőd,24.5,20,16.9
02194,30465,Tihany,26.0,31,17.7
02194,05148,Balatonkenese,27.1,27,18.2
02194,30173,Kislőd,29.9,26,19.4
17561,24615,Tapsony,15.5,19,6.5
17561,10348,Zalakomár,10.3,13,7.6
17561,12991,Galambok,18.8,22,8.3
17561,08183,Vése,13.0,15,10.2
17561,27526,Miháld,17.7,20,11.7
17561,11785,Zalakaros,18.7,24,12.5
17561,26301,Inke,20.4,23,12.7
17561,26532,Böhönye,22.3,25,12.8
17561,15626,Somogysámson,16.9,20,12.9
17561,18500,Marcali,20.7,26,13.5
17561,16106,Mesztegnyő,27.1,32,14.4
17561,14979,Nagyrécse,20.4,22,14.9
17561,12946,Garabonc,20.4,26,14.9
17561,27784,Iharosberény,27.1,30,16.6
17561,27368,Segesd,27.1,28,17.1
17561,11174,Kéthely,37.5,33,20.1
17561,28857,Kutas,35.6,48,20.3
17561,21652,Nagybajom,33.2,40,20.3
17561,25052,Orosztony,32.7,40,20.6
17561,13736,Zalavár,26.0,30,20.6
28422,12238,Balatonederics,5.4,6,4.6
28422,17871,Lesencetomaj,5.9,6,4.8
28422,24891,Szigliget,11.1,13,7.7
28422,14182,Várvölgy,11.9,18,8.2
28422,02787,Nemesgulács,14.1,15,8.4
28422,12919,Vonyarcvashegy,12.5,15,8.7
28422,23302,Gyenesdiás,14.3,18,9.4
28422,29434,Tapolca,13.5,16,9.4
28422,22327,Badacsonytomaj,16.0,15,11.3
28422,23898,Rezi,25.6,31,11.8
28422,33288,Zalaszántó,14.8,18,12.1
28422,12654,Zalahaláp,16.9,20,12.3
28422,18421,Keszthely,21.7,28,14.6
28422,07375,Balatonkeresztúr,41.1,44,14.7
28422,27377,Balatonberény,35.9,39,15.1
28422,25593,Sümeg,21.0,19,15.3
28422,03814,Hévíz,24.7,30,15.4
28422,20729,Balatonfenyves,50.4,48,15.4
28422,07427,Bazsi,24.4,23,15.6
28422,14632,Fonyód,64.0,57,16.1
21759,29009,Nyárád,4.7,5,4.5
21759,04668,Mihályháza,8.2,13,4.9
21759,32814,Csögle,15.0,17,5.8
21759,27979,Nagyalásony,8.4,11,7.0
21759,20154,Dáka,12.0,15,8.6
21759,27094,Celldömölk,16.9,19,11.1
21759,25779,Somlószőlős,12.0,13,11.3
21759,12247,Kemenesmagasi,14.4,19,11.5
21759,03142,Vönöck,15.0,15,12.3
21759,25654,Kerta,17.4,20,12.6
21759,26374,Magyargencs,19.2,22,13.9
21759,31945,Pápa,16.3,19,14.5
21759,11855,Pápakovácsi,21.5,23,14.8
21759,09229,Tokorcs,17.7,19,15.6
21759,10445,Egyházaskesző,26.9,32,15.6
21759,10232,Egyházashetye,25.5,27,17.0
21759,14757,Noszlop,19.5,23,17.5
21759,04631,Tüskevár,21.4,24,17.5
21759,22220,Marcaltő,25.7,28,18.0
21759,26569,Somlóvásárhely,20.9,23,19.0
08059,20613,Búcsúszentlászló,3.0,4,3.0
08059,18449,Zalaszentmihály,9.4,12,3.9
08059,11165,Szentpéterúr,19.0,22,6.9
08059,20589,Nagykapornak,14.6,15,7.1
08059,31741,Pacsa,15.8,19,8.1
08059,19512,Alsónemesapáti,9.2,10,8.5
08059,17543,Bocfölde,19.2,24,8.9
08059,04738,Bak,14.7,19,9.8
08059,21476,Felsőrajk,20.7,24,10.7
08059,17400,Zalaapáti,21.8,25,11.2
08059,19080,Söjtör,19.9,24,11.7
08059,32054,Zalaegerszeg,18.0,20,11.8
08059,04002,Zalacsány,25.2,26,11.9
08059,08068,Gellénháza,23.3,30,12.2
08059,28778,Dióskál,22.5,25,12.8
08059,10269,Hahót,23.2,24,13.0
08059,04455,Nagylengyel,24.9,31,13.6
08059,02608,Zalaszentiván,17.9,20,14.6
08059,32902,Kehidakustány,29.4,30,14.8
08059,29683,Zalatárnok,22.4,25,15.4
10409,29513,Bakonyjákó,5.5,9,4.0
10409,07065,Városlőd,16.3,20,7.6
10409,23746,Bakonybél,49.1,61,7.8
10409,20437,Magyarpolány,28.6,33,8.4
10409,30173,Kislőd,19.6,23,8.9
10409,07922,Szentgál,19.1,23,8.9
10409,24767,Ugod,38.8,48,9.4
10409,25201,Nagytevel,25.3,35,9.7
10409,23658,Herend,22.8,27,9.8
10409,11855,Pápakovácsi,20.4,24,13.5
10409,14757,Noszlop,31.1,34,14.5
10409,32212,Márkó,30.9,34,14.7
10409,06673,Ajka,28.2,35,15.5
10409,20853,Úrkút,32.8,35,16.2
10409,26499,Zirc,48.6,58,17.0
10409,31945,Pápa,21.6,26,17.7
10409,31255,Pápateszér,40.5,50,18.9
10409,20154,Dáka,27.1,31,19.1
10409,32276,Devecser,32.7,35,19.5
10409,21777,Vanyola,33.4,41,19.8
25414,27720,Salomvár,3.9,5,2.5
25414,31149,Csonkahegyhát,3.9,4,2.9
25414,18360,Becsvölgye,11.1,12,6.6
25414,30313,Zalalövő,14.6,16,7.5
25414,08828,Teskánd,12.6,15,7.7
25414,04455,Nagylengyel,12.2,16,8.1
25414,08068,Gellénháza,19.9,22,10.1
25414,30368,Bagod,21.5,25,10.4
25414,17543,Bocfölde,23.4,27,12.5
25414,32054,Zalaegerszeg,19.6,25,12.6
25414,29683,Zalatárnok,26.5,28,13.2
25414,03355,Nova,23.0,27,13.2
25414,04738,Bak,29.3,35,14.0
25414,23108,Pankasz,20.1,26,14.2
25414,13453,őrimagyarósd,23.1,27,14.4
25414,07579,Zalabaksa,24.6,26,15.2
25414,06716,Nádasd,20.8,23,16.1
25414,02583,Csesztreg,26.2,28,16.7
25414,02608,Zalaszentiván,23.9,27,17.1
25414,31680,Ivánc,30.7,34,18.3
15006,02459,Vajta,19.9,23,9.8
15006,31501,Dunaföldvár,26.2,27,10.3
15006,13152,Cece,11.0,12,10.6
15006,12326,Györköny,28.4,29,10.7
15006,06558,Bölcske,31.4,35,11.0
15006,04862,Paks,13.3,12,11.5
15006,20358,Előszállás,31.5,27,12.2
15006,29337,Madocsa,26.3,28,13.0
15006,26824,Alap,23.2,28,14.0
15006,09371,Pálfa,25.2,30,14.8
15006,03577,Géderlak,40.5,42,15.2
15006,18388,Nagydorog,30.0,30,15.6
15006,07001,Nagykarácsony,37.3,32,17.0
15006,34342,Daruszentmiklós,32.4,25,17.0
15006,20783,Simontornya,23.2,27,18.0
15006,20817,Sárszentlőrinc,34.7,36,18.1
15006,21069,Dunaegyháza,32.7,30,18.4
15006,09539,Dunaszentgyörgy,23.7,23,20.4
15006,16294,Uszód,35.6,37,20.4
15006,14100,Kajdacs,35.7,31,20.5
27580,24332,Mátraszele,14.1,17,5.4
27580,20075,Mátramindszent,7.1,12,5.5
27580,33525,Mátraterenye,8.0,11,5.5
27580,33534,Bátonyterenye,7.1,10,6.3
27580,19372,Mátranovák,15.0,24,6.5
27580,28389,Kazár,13.6,19,7.0
27580,10320,Vizslás,15.4,19,7.1
27580,20048,Bárna,22.0,26,8.9
27580,30100,Mátraverebély,12.0,14,9.8
27580,14933,Bodony,33.1,41,11.0
27580,25788,Salgótarján,23.5,29,11.7
27580,12070,Pétervására,15.9,19,11.7
27580,29045,Mátraszentimre,36.3,38,12.7
27580,10074,Istenmezeje,28.6,32,12.7
27580,32896,Tar,18.3,19,13.5
27580,03665,Cered,35.9,38,14.4
27580,14872,Mátraderecske,19.5,23,14.8
27580,07436,Parád,32.3,40,15.8
27580,16391,Nagybárkány,22.8,23,15.9
27580,18625,Karancsalja,25.2,30,16.2
33826,22619,Szomód,5.6,9,4.7
33826,08688,Süttő,13.5,19,4.9
33826,30225,Tardos,19.9,29,8.0
33826,15255,Lábatlan,14.7,22,8.8
33826,29212,Baj,13.9,25,8.9
33826,32346,Almásfüzitő,17.0,21,10.7
33826,20163,Naszály,22.3,27,10.9
33826,15352,Nyergesújfalu,17.5,26,10.9
33826,20127,Tata,15.1,22,11.8
33826,31264,Vértesszőlős,17.9,27,11.9
33826,29355,Bajót,20.9,28,13.5
33826,27076,Nagysáp,27.8,36,16.6
33826,18935,Tarján,26.5,37,16.8
33826,16744,Bajna,28.8,39,17.1
33826,26930,Mocsa,24.9,34,17.4
33826,30553,Környe,21.6,28,18.2
33826,05449,Komárom,26.6,34,19.0
33826,02510,Kocs,22.2,30,19.1
33826,18157,Tatabánya,30.6,37,19.1
33826,08758,Tát,24.3,35,19.3
09797,08387,Nógrádsáp,5.9,8,4.3
09797,18689,Penc,13.7,20,5.2
09797,32300,Nógrádkövesd,12.5,15,5.9
09797,02370,Rád,14.8,18,8.6
09797,12195,Romhány,19.3,22,8.7
09797,18573,Acsa,14.5,18,8.9
09797,27687,Kosd,27.3,31,9.1
09797,21388,Püspökhatvan,19.1,25,9.5
09797,02389,Bercel,12.9,15,10.6
09797,29425,Nőtincs,15.3,17,11.5
09797,05917,Vácduka,24.1,28,11.9
09797,04507,Szendehely,21.7,24,12.3
09797,05227,Kisnémedi,32.7,40,12.5
09797,30915,Vanyarc,19.8,23,13.0
09797,24174,Tereske,21.3,24,13.2
09797,32407,Magyarnándor,23.2,25,13.3
