from_ksh,to_ksh,to_name,road_km,drive_minutes,haversine_km
06761,05661,Ozora,21.0,24,16.0
06761,24563,Tamási,23.7,24,18.0
06761,26055,Hőgyész,36.9,41,18.2
06761,04464,Szakály,32.1,34,18.6
06761,06901,Tengelic,55.3,54,18.6
06761,29036,Mezőszilas,29.7,33,20.3
27988,32692,Penyige,9.9,11,3.2
27988,09681,Cégénydányád,9.2,11,5.6
27988,07843,Jánkmajtis,9.3,11,5.9
27988,27146,Komoró,14.0,16,6.4
27988,18971,Fehérgyarmat,12.8,16,7.2
27988,10436,Szamossályi,15.7,19,7.9
27988,17215,Porcsalma,21.9,27,9.6
27988,31769,Ököritófülpös,27.4,33,10.0
27988,03629,Géberjén,24.9,30,10.5
27988,12928,Csaholc,13.3,17,10.9
27988,23685,Pátyod,21.2,25,11.3
27988,31237,Szatmárcseke,21.1,24,11.6
27988,16665,Kölcse,12.5,15,11.7
27988,19424,Kisar,20.1,25,11.9
27988,13213,Tunyogmatolcs,17.5,21,11.9
27988,19211,Nábrád,19.3,24,12.3
27988,10126,Győrtelek,22.8,28,13.8
27988,31398,Tyukod,25.8,31,15.2
27988,04312,Tarpa,25.1,29,15.5
27988,24095,Csengersima,19.3,22,15.8
08244,09511,Gádoros,9.3,11,5.8
08244,22992,Eperjes,18.0,19,10.6
08244,31334,Csabacsűd,13.6,13,11.0
08244,26709,Csorvás,24.2,28,11.2
08244,24794,Kardos,24.6,24,11.6
08244,10287,Kondoros,19.8,22,12.6
08244,19062,Árpádhalom,22.1,24,12.9
08244,23065,Orosháza,18.5,18,13.6
08244,03106,Kétsoprony,30.8,31,16.8
08244,23870,Szarvas,22.3,20,17.2
08244,19974,Fábiánsebestyén,21.7,23,17.5
08244,07393,Gerendás,29.1,29,17.6
08244,17233,Nagymágocs,28.5,35,17.9
08244,12681,Telekgerendás,34.6,34,21.3
08244,05397,Pusztaföldvár,31.9,35,22.5
08244,02680,Békésszentandrás,32.0,37,22.7
08244,04279,Kamut,31.8,31,22.8
08244,12177,Kardoskút,27.0,30,22.9
08244,12265,Székkutas,27.9,26,23.9
08244,20455,Csanádapáca,34.5,35,24.0
33543,02060,Gönyű,6.1,9,4.4
33543,33950,Bőny,11.5,14,7.2
33543,04428,Ács,18.2,20,7.7
33543,31422,Bana,10.2,13,8.5
33543,19363,Bábolna,16.5,16,12.5
33543,15529,Pér,30.2,26,13.0
33543,22886,Kisbajcs,19.2,21,13.8
33543,16674,Töltéstava,22.1,19,14.2
33543,12812,Mezőörs,34.0,29,15.8
33543,25584,Győr,22.8,19,16.1
33543,12715,Pázmándfalu,31.2,30,16.7
33543,20987,Tárkány,24.6,27,16.9
33543,31316,Győrság,29.3,27,16.9
33543,20923,Kisigmánd,23.9,20,18.1
33543,12955,Nyúl,29.1,26,18.8
33543,22372,Nagyigmánd,26.0,20,19.5
33543,05449,Komárom,27.8,24,19.5
33543,24305,Pannonhalma,32.8,30,20.1
33543,07481,Győrújbarát,26.7,23,20.9
33543,10995,Kerékteleki,40.9,36,21.1
13709,06017,Magyarkeszi,5.8,8,4.1
13709,04701,Iregszemcse,6.4,8,4.6
13709,17914,Felsőnyék,15.1,17,8.9
13709,29063,Nagyberény,21.5,24,10.0
13709,24563,Tamási,18.5,22,10.3
13709,27182,Nagykónyi,18.1,20,12.1
13709,05661,Ozora,41.1,45,12.3
13709,08448,Értény,26.4,31,12.8
13709,05272,Kánya,16.3,20,13.5
13709,19585,Pincehely,31.5,36,13.9
13709,05689,Mezőkomárom,20.8,25,14.3
13709,08590,Tab,20.3,24,14.7
13709,06080,Ádánd,30.3,34,15.1
13709,07506,Lajoskomárom,25.1,30,16.1
13709,14942,Ságvár,25.2,29,16.7
13709,15459,Regöly,36.9,41,17.2
13709,20093,Törökkoppány,30.0,32,18.5
13709,17738,Igar,46.3,52,19.5
13709,22433,Kocsola,30.5,32,19.9
13709,11031,Tolnanémedi,39.1,43,20.0
27605,17987,Andornaktálya,4.4,7,3.0
27605,27696,Maklár,4.2,9,3.1
27605,27216,Ostoros,14.9,16,4.2
27605,08660,Demjén,17.6,19,5.7
27605,29276,Novaj,11.8,13,6.1
27605,11013,Szihalom,17.2,17,7.6
27605,28079,Kerecsend,13.6,13,7.6
27605,03276,Füzesabony,9.2,12,8.1
27605,18892,Szomolya,23.3,27,8.7
27605,24758,Egerszalók,14.6,18,9.0
27605,13648,Egerszólát,19.3,27,11.5
27605,20491,Eger,12.9,21,11.8
27605,19433,Mezőkövesd,13.6,15,12.1
27605,20747,Feldebrő,31.3,32,12.3
27605,25195,Bogács,22.5,23,12.5
27605,18810,Noszvaj,20.9,28,13.5
27605,24147,Verpelét,25.7,35,13.9
27605,15307,Kápolna,22.3,20,14.2
27605,32179,Kál,24.5,19,14.3
27605,02981,Egerfarmos,26.1,30,14.8
23409,34157,Kistarcsa,3.0,6,2.5
23409,34166,Kerepes,8.6,14,4.1
23409,07807,Isaszeg,10.0,13,7.4
23409,22804,Csömör,13.9,17,7.7
23409,04057,Pécel,11.7,16,8.1
23409,24518,Ecser,15.5,16,9.2
23409,17783,Mogyoród,19.4,20,9.6
23409,10922,Maglód,13.9,16,10.3
23409,32559,Gödöllő,19.4,21,10.5
23409,21458,Szada,25.1,23,11.4
23409,13578,Budapest II. kerület,15.6,24,11.9
23409,32610,Fót,20.6,21,12.3
23409,26815,Vecsés,21.7,22,14.0
23409,29735,Gyömrő,18.3,21,14.1
23409,18342,Veresegyház,22.9,25,14.2
23409,03692,Mende,21.4,23,15.2
23409,04808,Domony,27.1,30,15.9
23409,17598,Valkó,31.4,36,16.0
23409,33118,Csomád,28.3,32,16.3
23409,13480,Erdőkertes,27.2,28,16.6
25201,29513,Bakonyjákó,20.5,28,6.0
25201,11855,Pápakovácsi,13.5,19,6.3
25201,24767,Ugod,17.2,21,6.6
25201,31945,Pápa,10.9,15,8.4
25201,20437,Magyarpolány,37.7,47,11.4
25201,21777,Vanyola,16.5,21,11.8
25201,20154,Dáka,19.2,24,12.5
25201,26648,Vaszar,22.8,32,13.6
25201,23746,Bakonybél,27.5,34,14.0
25201,14757,Noszlop,26.9,33,14.7
25201,31255,Pápateszér,20.1,26,15.4
25201,30173,Kislőd,36.0,43,16.4
25201,29009,Nyárád,22.2,27,16.5
25201,07065,Városlőd,32.7,40,16.6
25201,05087,Lovászpatona,23.1,31,17.1
25201,27979,Nagyalásony,25.4,32,17.6
25201,22220,Marcaltő,26.0,30,18.2
25201,07922,Szentgál,35.5,42,18.4
25201,04668,Mihályháza,25.0,31,19.1
25201,23658,Herend,39.1,46,19.5
24837,32124,Bérbaltavár,3.1,4,3.2
24837,21050,Pókaszepetk,7.3,7,4.5
24837,24280,Zalabér,10.0,12,5.7
24837,09724,Győrvár,22.9,28,7.6
24837,07667,Oszkó,13.6,16,9.0
24837,33428,Egervár,26.5,26,9.2
24837,32522,Zalaszentgrót,18.4,22,11.3
24837,12609,Türje,18.1,20,11.7
24837,02608,Zalaszentiván,16.2,18,11.8
24837,20880,Hosszúpereszteg,12.7,14,11.8
24837,04695,Vasvár,21.0,24,14.2
24837,04640,Kám,18.7,20,14.5
24837,19512,Alsónemesapáti,19.1,21,15.5
24837,30942,Gersekarát,29.2,33,15.6
24837,07232,Zalaszentlászló,25.1,29,17.1
24837,10597,Rum,24.0,28,17.2
24837,32054,Zalaegerszeg,22.6,25,17.6
24837,20589,Nagykapornak,20.5,21,18.4
24837,30368,Bagod,33.3,34,18.7
24837,18193,Gógánfa,26.4,30,18.9
28927,05519,Siklós,4.8,8,3.7
28927,02653,Nagyharsány,7.0,9,5.2
28927,05892,Vokány,7.8,9,6.4
28927,06062,Újpetre,10.3,12,7.6
28927,16498,Egyházasharaszti,16.4,20,7.7
28927,28024,Villány,11.7,13,8.9
28927,21528,Harkány,13.4,14,9.3
28927,31927,Beremend,16.1,19,12.2
28927,25177,Magyarbóly,17.6,20,12.4
28927,07560,Garé,16.4,18,12.4
28927,28608,Drávaszabolcs,21.4,26,12.5
28927,22257,Szalánta,19.2,22,12.7
28927,06725,Borjád,22.0,26,13.7
28927,28918,Egerág,21.1,24,13.7
28927,32373,Diósviszló,20.2,22,14.8
28927,22974,Lippó,26.8,29,17.0
28927,05607,Szederkény,32.5,36,17.1
28927,33154,Bóly,28.4,32,17.6
28927,18555,Olasz,37.4,41,17.8
28927,10542,Kémes,25.6,27,19.4
29179,14456,Szentes,18.0,20,7.1
29179,20428,Szelevény,23.9,24,8.8
29179,32504,Kunszentmárton,12.7,13,9.9
29179,13170,Csépa,28.3,29,12.9
29179,05795,Cserkeszőlő,21.2,23,13.2
29179,19974,Fábiánsebestyén,20.2,21,14.8
29179,05111,Csongrád,23.8,32,15.4
29179,28006,Öcsöd,24.4,25,15.6
29179,30386,Tiszakürt,26.5,27,17.0
29179,02680,Békésszentandrás,36.0,42,17.4
29179,22646,Felgyő,23.4,34,18.7
29179,22992,Eperjes,28.3,29,19.7
29179,14094,Tiszaug,35.6,35,19.9
29179,32489,Szegvár,28.3,30,20.2
29179,22293,Csanytelek,31.2,43,21.7
29179,17233,Nagymágocs,29.5,35,22.4
29179,06318,Nagyrév,33.0,35,23.0
29179,24545,Tiszaalpár,34.1,43,23.2
29179,22938,Cibakháza,32.8,36,23.9
29179,30234,Mesterszállás,35.5,38,24.2
10418,17163,Tarnazsadány,22.9,33,3.9
10418,23995,Kompolt,5.1,9,5.0
10418,09201,Detk,16.7,30,6.1
10418,26879,Nagyfüged,19.0,28,6.5
10418,32966,Tarnabod,15.3,23,7.1
10418,15307,Kápolna,11.9,18,8.2
10418,06345,Aldebrő,17.5,26,8.3
10418,11411,Halmajugra,16.1,27,8.9
10418,05759,Vécs,19.6,29,9.0
10418,23348,Tarnaméra,24.4,33,9.2
10418,05935,Karácsond,17.2,24,10.3
10418,32179,Kál,11.8,17,10.4
10418,23241,Adács,33.7,39,12.1
10418,20747,Feldebrő,20.9,30,12.6
10418,24235,Erdőtelek,15.4,22,12.6
10418,20118,Erk,32.6,44,12.6
10418,03513,Visznek,40.6,53,12.7
10418,31246,Visonta,22.4,30,13.0
10418,07515,Domoszló,23.0,33,13.2
10418,28079,Kerecsend,21.3,28,14.9
33783,33774,Gyüre,2.8,4,2.5
33783,18324,Vásárosnamény,5.1,8,4.7
33783,13541,Tiszaszalka,16.2,20,4.9
33783,09353,Aranyosapáti,5.9,8,5.5
33783,09654,Ilk,10.1,12,5.5
33783,07995,Lövőpetri,11.4,18,6.3
33783,22053,Szabolcsbáka,18.8,24,8.7
33783,12274,Nyírmada,14.9,17,10.3
33783,27748,Pap,14.8,21,11.2
33783,04446,Tiszakerecseny,15.8,21,11.8
33783,16957,Tornyospálca,20.1,28,12.1
33783,13860,Pusztadobos,17.7,21,12.4
33783,21485,Nagydobos,16.0,21,12.7
33783,29975,Anarcs,22.7,27,12.7
33783,07676,Gyulaháza,22.0,31,13.1
33783,18290,Nyírkarász,28.1,37,13.1
33783,29416,Csaroda,17.5,23,13.2
33783,32656,Mezőladány,14.4,18,13.6
33783,29559,Panyola,17.8,32,13.8
33783,26480,Barabás,21.1,27,14.1
14191,27164,Nagypeterd,7.3,11,4.0
14191,15866,Szentlőrinc,11.2,15,6.9
14191,29540,Mozsgó,22.6,27,7.0
14191,23162,Bükkösd,18.7,23,7.2
14191,33066,Ibafa,35.2,44,7.8
14191,26578,Szigetvár,14.4,19,9.9
14191,20552,Királyegyháza,13.3,18,10.1
14191,07126,Hetvehely,22.6,31,10.3
14191,07773,Dencsháza,18.4,24,10.9
14191,15079,Szabadszentkirály,16.3,21,11.4
14191,16355,Szentlászló,27.2,32,12.1
14191,13310,Bicsérd,18.7,24,12.7
14191,33932,Hobol,20.9,26,13.6
14191,23807,Somogyapáti,22.3,27,14.1
14191,12548,Abaliget,29.5,35,15.0
14191,15538,Kővágószőlős,22.9,26,15.1
14191,05412,Magyarmecske,18.2,23,15.2
14191,29142,Somogyhárságy,33.7,44,16.2
14191,16115,Pellérd,27.2,31,18.2
14191,03975,Baksa,25.5,31,18.6
19196,20853,Úrkút,6.8,6,5.9
19196,02714,Tótvázsony,10.3,10,6.9
19196,22451,Pécsely,17.1,16,9.9
19196,14553,Kapolcs,17.1,17,10.6
19196,02194,Nemesvámos,14.9,13,12.3
19196,06673,Ajka,19.8,20,12.8
19196,07898,Halimba,22.8,23,13.3
19196,07922,Szentgál,20.1,18,13.7
19196,07065,Városlőd,22.9,20,14.6
19196,30173,Kislőd,28.3,26,14.8
19196,21175,Balatonfüred,19.3,19,14.9
19196,23658,Herend,20.2,19,15.2
19196,32212,Márkó,23.5,22,16.2
19196,25858,Köveskál,24.5,27,16.4
19196,20826,Zánka,24.7,31,16.9
19196,25308,Balatonakali,20.7,25,17.5
19196,02185,Csopak,25.0,27,17.8
19196,30465,Tihany,26.9,32,18.1
19196,16267,Szentkirályszabadja,26.3,25,20.1
19196,24004,Nyirád,32.5,34,20.7
16452,26125,Aparhant,5.6,8,4.5
16452,31459,Tevel,19.0,24,5.7
16452,24411,Lengyel,13.5,17,6.8
16452,06497,Bonyhád,18.9,24,7.0
16452,25539,Györe,24.3,31,8.4
16452,27401,Egyházaskozár,21.3,28,10.2
16452,14030,Nagymányok,15.3,19,10.5
16452,21625,Zomba,30.9,37,10.5
16452,02033,Kakasd,23.0,28,10.8
16452,06798,Hidas,18.6,22,11.9
16452,33756,Máza,21.7,28,13.4
16452,20507,Kurd,24.5,31,13.4
16452,33765,Szászvár,23.3,31,14.0
16452,04899,Bikal,26.4,35,14.3
16452,26055,Hőgyész,29.4,35,15.1
16452,13444,Mecseknádasd,21.7,24,15.3
16452,05999,Kárász,27.8,34,16.1
16452,25645,Sióagárd,35.4,51,17.0
16452,06813,Mágocs,32.3,39,17.6
16452,04464,Szakály,34.1,41,18.4
23588,08730,Bakonycsernye,8.9,10,5.2
23588,31990,Súr,17.4,20,5.3
23588,18485,Mór,11.7,13,6.4
23588,31103,Balinka,9.0,9,6.6
23588,25229,Bakonysárkány,21.4,22,8.3
23588,18139,Ácsteszér,24.3,30,8.4
23588,18254,Bodajk,14.1,15,8.6
23588,31699,Csetény,16.6,19,10.0
23588,02200,Isztimér,29.3,32,10.6
23588,17774,Pusztavám,17.1,21,11.6
23588,32203,Fehérvárcsurgó,20.4,22,13.4
23588,17330,Kisbér,30.1,33,13.4
23588,30012,Réde,40.5,47,14.0
23588,02936,Dudar,21.5,25,14.1
23588,20570,Tés,23.0,27,14.1
23588,22381,Bakonyszombathely,28.3,31,15.1
23588,07311,Bokod,21.9,26,16.1
23588,02343,Kincsesbánya,26.4,30,16.1
23588,16416,Császár,32.9,35,16.4
23588,05360,Csákberény,22.9,24,16.7
26134,17552,Mezőfalva,19.7,23,7.0
26134,09900,Rácalmás,9.5,11,7.5
26134,19354,Perkáta,14.7,20,8.5
26134,03115,Dunaújváros,18.1,23,8.8
26134,23427,Hantos,28.8,33,9.3
26134,34209,Kulcs,14.0,16,9.7
26134,07047,Baracs,16.9,15,9.7
26134,08925,Adony,15.6,18,12.0
26134,04394,Makád,31.4,48,12.8
26134,07001,Nagykarácsony,27.5,32,12.9
26134,32364,Nagylók,32.2,37,13.1
26134,34342,Daruszentmiklós,23.4,20,13.6
26134,13259,Szabadegyháza,21.0,22,14.4
26134,25140,Sárosd,29.9,31,14.4
26134,20525,Tass,38.2,36,16.4
26134,19947,Szalkszentmárton,36.6,35,16.5
26134,21148,Apostag,25.4,24,16.8
26134,20358,Előszállás,30.7,27,17.2
26134,26259,Szigetbecse,33.7,53,17.8
26134,29018,Pusztaszabolcs,30.2,27,18.0
28282,05643,Szilvásvárad,13.3,25,4.0
28282,04686,Dédestapolcsány,9.8,18,7.4
28282,33260,Bélapátfalva,20.3,34,8.8
28282,14289,Csokvaomány,22.9,35,9.7
28282,28459,Csernely,19.2,30,10.1
28282,14784,Tardona,15.9,28,10.4
28282,11527,Balaton,25.4,38,10.9
28282,02875,Sáta,23.4,34,11.0
28282,16328,Felsőtárkány,43.9,60,12.1
28282,08022,Bükkszentkereszt,44.6,82,12.4
28282,31282,Mikófalva,22.0,34,12.5
28282,30669,Borsodbóta,26.7,39,12.6
28282,34272,Farkaslyuk,25.3,36,13.6
28282,25159,Bánhorváti,17.7,28,13.6
28282,14331,Arló,38.6,58,13.6
28282,16610,Egercsehi,30.5,43,14.8
28282,26745,Parasznya,44.1,61,15.0
28282,32498,Kondó,41.3,56,15.4
28282,05315,Borsodnádasd,33.7,49,16.2
28282,30456,Miskolc,59.8,81,16.5
02796,30571,Gölle,7.1,11,5.6
02796,23296,Kapospula,8.0,10,6.3
02796,29230,Dalmand,25.2,33,7.2
02796,10083,Szakcs,14.2,20,7.5
02796,03416,Somogyszil,13.0,18,8.4
02796,07685,Dombóvár,18.5,24,9.6
02796,22433,Kocsola,20.6,29,11.2
02796,02565,Döbrököz,27.4,35,11.6
02796,11192,Igal,17.7,23,12.2
02796,14854,Szabadi,19.1,26,13.4
02796,20093,Törökkoppány,36.9,44,13.6
02796,10427,Magyaratád,26.6,32,14.3
02796,21449,Nagyberki,21.7,25,14.7
02796,32337,Baté,19.1,24,15.2
02796,18962,Kaposszekcső,18.9,21,15.2
02796,31343,Mosdós,22.0,28,15.5
02796,06813,Mágocs,26.4,33,16.2
02796,30359,Gyulaj,43.1,55,16.4
02796,08448,Értény,37.4,47,16.6
02796,04932,Taszár,27.1,34,17.0
08420,20303,Apagy,7.5,10,5.0
08420,04491,Sényő,7.9,11,6.8
08420,12098,Nyírtura,12.9,14,8.0
08420,24785,Nagykálló,10.4,16,8.6
08420,30979,Levelek,12.1,15,9.2
08420,11244,Pócspetri,23.7,31,9.2
08420,09256,Nyírtét,13.9,18,9.2
08420,33145,Nyírpazony,13.7,19,9.2
08420,31404,Kállósemjén,14.5,19,9.2
08420,17206,Nyíregyháza,16.4,23,12.3
08420,22284,Ófehértó,25.1,26,13.3
08420,19655,Máriapócs,24.3,31,13.7
08420,31088,Székely,20.8,23,13.8
08420,25928,Nyírkércs,24.9,29,14.3
08420,19992,Kemecse,20.3,25,15.3
08420,28477,Kisléta,25.5,33,15.7
08420,31857,Ramocsaháza,26.3,30,15.7
08420,10852,Érpatak,18.4,25,15.8
08420,28802,Nyírbogdány,19.4,23,16.1
08420,02325,Baktalórántháza,18.5,19,16.2
17367,29878,Torony,14.8,22,4.6
17367,20367,Pornóapáti,5.2,6,5.0
17367,13587,Felsőcsatár,19.7,44,5.5
17367,13958,Ják,8.3,11,5.9
17367,03009,Szombathely,7.7,10,6.7
17367,02501,Kisunyom,15.1,17,9.2
17367,24183,Gencsapáti,15.1,20,11.5
17367,32045,Táplánszentkereszt,15.7,17,11.7
17367,25946,Egyházasrádóc,20.7,21,12.9
17367,20109,Kőszegszerdahely,28.3,32,15.3
17367,26426,Vép,17.7,21,15.4
17367,07171,Sorkifalud,22.7,25,16.0
17367,24509,Nemesbőd,21.2,22,16.9
17367,14021,Lukácsháza,22.7,26,17.2
17367,29373,Vasszécseny,21.8,24,17.3
17367,18883,Salköveskút,22.3,26,17.5
17367,02884,Vasalja,28.8,35,18.0
17367,03197,Rábahídvég,25.3,27,19.0
17367,13532,Körmend,24.9,31,19.5
17367,30429,Egyházashollós,30.6,33,19.5
02042,13587,Felsőcsatár,9.8,30,2.8
02042,29878,Torony,8.2,11,5.6
02042,20367,Pornóapáti,12.7,14,8.6
02042,20109,Kőszegszerdahely,14.7,16,11.1
02042,24183,Gencsapáti,15.8,15,11.9
02042,03009,Szombathely,16.6,18,12.4
02042,13958,Ják,25.8,30,13.3
02042,14021,Lukácsháza,22.9,21,14.9
02042,16832,Kőszeg,22.5,27,17.1
02042,02501,Kisunyom,25.2,28,17.1
02042,32045,Táplánszentkereszt,26.5,25,18.5
02042,18883,Salköveskút,25.3,24,19.6
02042,25946,Egyházasrádóc,30.9,31,20.6
02042,26426,Vép,25.8,23,20.6
02042,24509,Nemesbőd,25.5,23,20.7
02042,16887,Horvátzsidány,27.5,31,21.7
02042,02884,Vasalja,49.1,50,23.2
02042,07171,Sorkifalud,32.8,35,23.7
02042,12140,Csepreg,32.7,32,23.9
02042,07214,Acsád,30.1,28,24.0
20163,32346,Almásfüzitő,5.3,6,5.0
20163,26930,Mocsa,6.9,9,6.5
20163,22619,Szomód,16.8,19,7.2
20163,20127,Tata,10.8,13,7.6
20163,05449,Komárom,10.8,15,9.4
20163,02510,Kocs,14.8,16,10.4
20163,33826,Neszmély,22.3,27,10.9
20163,20923,Kisigmánd,33.0,29,11.5
20163,29212,Baj,16.0,23,12.0
20163,22372,Nagyigmánd,26.5,29,13.7
20163,31264,Vértesszőlős,16.6,24,13.8
20163,30553,Környe,17.3,19,15.0
20163,07630,Kömlőd,21.8,26,15.3
20163,30225,Tardos,22.0,28,15.4
20163,08688,Süttő,26.6,31,15.5
20163,33516,Szákszend,32.7,36,17.1
20163,33163,Dad,24.9,29,18.9
20163,04525,Kecskéd,24.9,28,19.5
20163,15255,Lábatlan,27.8,34,19.6
20163,19363,Bábolna,31.7,35,19.8
24156,22169,Szentistván,10.7,26,3.8
24156,06707,Borsodivánka,6.2,8,6.0
24156,02291,Tiszabábolna,7.9,9,6.7
24156,22196,Poroszló,10.8,14,8.1
24156,18379,Mezőnagymihály,35.4,40,9.0
24156,11323,Mezőkeresztes,15.0,28,11.7
24156,02981,Egerfarmos,34.5,42,13.4
24156,29726,Tiszafüred,23.5,28,13.5
24156,19433,Mezőkövesd,19.0,23,14.5
24156,27517,Besenyőtelek,21.7,23,16.0
24156,11749,Mezőnyárád,20.8,35,16.5
24156,31662,Mezőtárkány,24.7,26,16.9
24156,03823,Ároktő,22.2,26,17.0
24156,13833,Mezőcsát,33.5,38,17.3
24156,07852,Tiszaszőlős,28.1,33,17.4
24156,15741,Egyek,22.0,38,18.0
24156,07180,Sarud,22.7,27,18.0
24156,11013,Szihalom,25.6,29,18.7
24156,13596,Bükkábrány,24.5,39,18.9
24156,08165,Tard,32.2,40,20.5
28033,04686,Dédestapolcsány,7.6,10,3.6
28033,02875,Sáta,7.5,10,4.5
28033,14289,Csokvaomány,7.0,10,5.1
28033,30669,Borsodbóta,10.9,14,5.2
28033,25159,Bánhorváti,11.4,13,7.4
28033,28282,Nagyvisnyó,17.4,28,7.6
28033,28459,Csernely,11.0,15,7.9
28033,14784,Tardona,13.3,19,8.6
28033,34272,Farkaslyuk,16.3,20,8.9
28033,05643,Szilvásvárad,19.2,25,9.3
28033,14331,Arló,28.2,39,10.9
28033,14492,Ózd,18.8,25,12.0
28033,11527,Balaton,31.2,38,12.4
28033,06691,Kazincbarcika,19.2,23,12.8
28033,32498,Kondó,39.0,46,13.4
28033,33260,Bélapátfalva,26.1,34,14.8
28033,26657,Járdánháza,30.3,42,14.9
28033,27410,Putnok,28.2,35,15.3
28033,21953,Bánréve,26.9,33,15.6
28033,26745,Parasznya,41.8,50,16.0
06169,19512,Alsónemesapáti,11.5,12,3.0
06169,20589,Nagykapornak,6.0,8,4.9
06169,20613,Búcsúszentlászló,15.2,16,7.5
06169,02608,Zalaszentiván,18.8,21,7.6
06169,21050,Pókaszepetk,11.7,13,9.5
06169,32054,Zalaegerszeg,20.3,22,9.7
06169,32902,Kehidakustány,20.7,23,10.8
06169,04002,Zalacsány,16.6,18,10.9
06169,33428,Egervár,27.1,26,11.2
06169,07232,Zalaszentlászló,25.5,28,11.6
06169,32522,Zalaszentgrót,26.9,31,11.7
06169,11165,Szentpéterúr,15.2,18,12.2
06169,17543,Bocfölde,32.0,34,13.3
06169,24280,Zalabér,18.6,21,13.6
06169,18449,Zalaszentmihály,15.6,17,13.8
06169,08828,Teskánd,28.5,31,15.1
06169,18041,Karmacs,29.4,32,15.4
06169,17400,Zalaapáti,25.2,27,16.1
06169,31741,Pacsa,19.2,21,16.2
06169,04738,Bak,27.6,31,16.7
05245,06655,Hejőbába,4.3,5,3.2
05245,30340,Sajószöged,8.5,10,5.9
05245,16780,Hejőpapi,9.7,14,5.9
05245,08633,Tiszapalkonya,8.1,10,6.8
05245,28352,Tiszaújváros,10.5,11,7.2
05245,30377,Tiszatarján,12.2,16,7.4
05245,25399,Igrici,17.2,19,7.5
05245,05582,Nagycsécs,13.1,16,7.9
05245,12159,Hejőszalonta,12.3,14,9.2
05245,13833,Mezőcsát,16.6,19,9.3
05245,21564,Girincs,12.7,20,10.8
05245,04604,Hejőkeresztúr,15.5,17,10.9
05245,13888,Tiszakeszi,20.9,27,11.9
05245,29249,Kesznyéten,20.5,28,12.0
05245,04677,Emőd,31.0,30,12.8
05245,03081,Sajóhídvég,18.1,26,13.3
05245,22628,Ónod,19.2,23,14.3
05245,23117,Polgár,22.2,20,14.9
05245,12885,Nyékládháza,21.2,24,15.6
05245,03823,Ároktő,25.3,29,16.7
27119,27988,Nagyszekeres,3.4,4,3.2
27119,32692,Penyige,6.6,7,4.3
27119,27146,Komoró,10.6,12,4.4
27119,07843,Jánkmajtis,12.2,14,6.7
27119,12928,Csaholc,9.9,13,8.4
27119,16665,Kölcse,9.1,11,8.5
27119,09681,Cégénydányád,12.0,14,8.8
27119,18971,Fehérgyarmat,12.2,14,8.8
27119,31237,Szatmárcseke,17.7,20,9.1
27119,10436,Szamossályi,18.6,22,10.4
27119,19424,Kisar,19.5,24,11.8
27119,17215,Porcsalma,24.8,30,12.6
27119,31769,Ököritófülpös,27.3,32,13.1
27119,08794,Tiszakóród,19.0,22,13.2
27119,03629,Géberjén,24.3,29,13.3
27119,22239,Botpalád,19.5,24,13.6
27119,23685,Pátyod,24.1,28,13.7
27119,19211,Nábrád,18.7,23,13.7
27119,04312,Tarpa,24.5,28,14.2
27119,13213,Tunyogmatolcs,16.9,20,14.4
24509,26426,Vép,5.5,7,4.2
24509,18883,Salköveskút,11.6,13,4.4
24509,07214,Acsád,11.2,13,6.9
24509,33172,Szeleste,11.2,15,8.2
24509,12043,Ölbő,12.9,15,9.5
24509,32045,Táplánszentkereszt,13.6,15,9.5
24509,24183,Gencsapáti,14.0,16,9.9
24509,03009,Szombathely,12.9,15,10.3
24509,14988,Pecöl,14.9,18,10.6
24509,29373,Vasszécseny,15.1,18,11.0
24509,02431,Bük,19.5,23,13.0
24509,32188,Hegyfalu,17.3,21,13.4
24509,12140,Csepreg,22.0,24,13.6
24509,14021,Lukácsháza,21.6,21,13.7
24509,05476,Bő,23.8,27,13.7
24509,11387,Ikervár,21.7,25,14.4
24509,21306,Sárvár,18.8,20,15.0
24509,07171,Sorkifalud,19.2,22,15.3
24509,26073,Rábapaty,21.4,22,15.4
24509,29878,Torony,18.0,22,15.5
32948,18041,Karmacs,10.0,13,2.9
32948,03814,Hévíz,5.9,11,3.6
32948,32902,Kehidakustány,10.4,13,4.2
32948,04002,Zalacsány,13.7,17,4.8
32948,23898,Rezi,14.3,23,6.3
32948,07232,Zalaszentlászló,8.8,11,6.6
32948,32081,Alsópáhok,9.8,13,7.2
32948,18421,Keszthely,14.9,19,10.3
32948,33288,Zalaszántó,21.3,25,10.3
32948,17400,Zalaapáti,20.1,24,10.5
32948,11165,Szentpéterúr,28.8,31,11.3
32948,20589,Nagykapornak,23.2,24,11.4
32948,23302,Gyenesdiás,15.4,21,11.9
32948,14906,Sármellék,15.6,21,12.0
32948,32522,Zalaszentgrót,20.2,24,12.9
32948,14182,Várvölgy,25.2,33,13.0
32948,12919,Vonyarcvashegy,18.1,25,13.8
32948,07427,Bazsi,26.5,31,14.8
32948,21397,Sümegcsehi,21.7,26,15.0
32948,31741,Pacsa,26.1,29,15.3
23320,14021,Lukácsháza,3.2,4,2.5
23320,16887,Horvátzsidány,12.5,15,5.2
23320,12140,Csepreg,13.5,15,6.7
23320,16832,Kőszeg,9.4,13,7.0
23320,20109,Kőszegszerdahely,9.8,12,7.4
